啊哈	a'ha
宇宙飞船	yu'zhou'fei'chuan
宇宙观	yu'zhou'guan
宇宙空间	yu'zhou'kong'jian
宇宙速度	yu'zhou'su'du
宇宙线	yu'zhou'xian
语病	yu'bing
语词	yu'ci
语调	yu'diao
语法	yu'fa
语汇	yu'hui
语句	yu'ju
语录	yu'lu
语气	yu'qi
语体文	yu'ti'wen
语文	yu'wen
语无伦次	yu'yu'lun'ci
语系	yu'xi
语焉不详	yu'yan'bu'xiang
语言	yu'yan
语言乏味	yu'yan'fa'wei
语言学	yu'yan'xue
语言学家	yu'yan'xue'jia
语义	yu'yi
语义学	yu'yi'xue
语义哲学	yu'yi'zhe'xue
语音	yu'yin
语音输入	yu'yin'shu'ru
语源	yu'yuan
语源学	yu'yuan'xue
语重心长	yu'zhong'xin'chang
语助词	yu'zhu'ci
语族	yu'zu
羽缎	yu'duan
羽冠	yu'guan
羽化	yu'hua
羽毛	yu'mao
羽毛缎	yu'mao'duan
羽毛球	yu'mao'qiu
羽毛未丰	yu'mao'wei'feng
羽绒	yu'rong
羽纱	yu'sha
羽扇	yu'shan
羽扇纶巾	yu'shan'guan'jin
羽翼	yu'yi
玉雕	yu'diao
玉环	yu'huan
玉皇	yu'huang
玉兰	yu'lan
玉兰片	yu'lan'pian
玉林	yu'lin
玉门	yu'men
玉米	yu'mi
玉米面	yu'mi'mian
玉米螟	yu'mi'ming
玉女	yu'nv
玉器	yu'qi
玉石	yu'shi
玉蜀黍	yu'shu'shu
玉树	yu'shu
玉溪	yu'xi
域外	yu'wai
芋头	yu'tou
郁闭	yu'bi
郁闭度	yu'bi'du
郁闷	yu'men
郁郁	yu'yu
遇刺	yu'ci
遇到	yu'dao
遇害	yu'hai
遇见	yu'jian
遇难	yu'nan
遇上	yu'shang
遇事	yu'shi
遇险	yu'xian
喻为	yu'wei
御寒	yu'han
御史大夫	yu'shi'da'fu
御用	yu'yong
愈好	yu'hao
愈合	yu'he
愈加	yu'jia
愈来	yu'lai
欲得	yu'de
欲念	yu'nian
欲望	yu'wang
狱吏	yu'li
狱中	yu'zhong
育成杂交	yu'cheng'za'jiao
育雏	yu'chu
育肥	yu'fei
育林	yu'lin
育龄	yu'ling
育苗	yu'miao
育女	yu'nv
育秧	yu'yang
育种	yu'zhong
浴场	yu'chang
浴池	yu'chi
浴缸	yu'gang
浴室	yu'shi
浴血	yu'xue
浴血奋战	yu'xue'fen'zhan
寓所	yu'suo
寓言	yu'yan
寓义	yu'yi
寓于	yu'yu
预报	yu'bao
预备	yu'bei
预备立宪	yu'bei'li'xian
预测	yu'ce
预处理	yu'chu'li
预定	yu'ding
预订	yu'ding
预防	yu'fang
预防为主	yu'fang'wei'zhu
预分	yu'fen
预付	yu'fu
预付款	yu'fu'kuan
预付资本	yu'fu'zi'ben
预感	yu'gan
预告	yu'gao
预购	yu'gou
预计	yu'ji
预见	yu'jian
预警	yu'jing
预料	yu'liao
预谋	yu'mou
预期	yu'qi
预热	yu're
预赛	yu'sai
预审	yu'shen
预示	yu'shi
预算	yu'suan
预先	yu'xian
预想	yu'xiang
预言	yu'yan
预应力	yu'ying'li
预约	yu'yue
预兆	yu'zhao
预知	yu'zhi
预制	yu'zhi
预祝	yu'zhu
豫剧	yu'ju
豫州	yu'zhou
鸳侣	yuan'lv
鸳鸯	yuan'yang
渊博	yuan'bo
渊海	yuan'hai
渊默	yuan'mo
渊深	yuan'shen
渊源	yuan'yuan
渊薮	yuan'sou
冤案	yuan'an
冤仇	yuan'chou
冤大头	yuan'da'tou
冤魂	yuan'hun
冤魂不散	yuan'hun'bu'san
冤家	yuan'jia
冤家对头	yuan'jia'dui'tou
冤家路窄	yuan'jia'lu'zhai
冤孽	yuan'nie
冤屈	yuan'qu
冤头	yuan'tou
冤枉	yuan'wang
冤枉路	yuan'wang'lu
冤狱	yuan'yu
元宝	yuan'bao
元朝	yuan'chao
元初	yuan'chu
元旦	yuan'dan
元嘉	yuan'jia
元件	yuan'jian
元老	yuan'lao
元老院	yuan'lao'yuan
元年	yuan'nian
元气	yuan'qi
元曲	yuan'qu
元山	yuan'shan
元史	yuan'shi
元世祖	yuan'shi'zu
元首	yuan'shou
元帅	yuan'shuai
元素	yuan'su
元素符号	yuan'su'fu'hao
元素周期律	yuan'su'zhou'qi'lv
元音	yuan'yin
元月	yuan'yue
元子	yuan'zi
袁绍	yuan'shao
袁世凯	yuan'shi'kai
原案	yuan'an
原版	yuan'ban
原本	yuan'ben
原材料	yuan'cai'liao
原肠胚	yuan'chang'pei
原虫	yuan'chong
原地	yuan'di
原点	yuan'dian
原电池	yuan'dian'chi
原定	yuan'ding
原动机	yuan'dong'ji
原动力	yuan'dong'li
原封不动	yuan'feng'bu'dong
原该	yuan'gai
原稿	yuan'gao
原告	yuan'gao
原故	yuan'gu
原函数	yuan'han'shu
原基	yuan'ji
原籍	yuan'ji
原价	yuan'jia
原矿	yuan'kuang
原来	yuan'lai
原理	yuan'li
原粮	yuan'liang
原谅	yuan'liang
原料	yuan'liao
原煤	yuan'mei
原棉	yuan'mian
原木	yuan'mu
原色	yuan'se
原审	yuan'shen
原生	yuan'sheng
原生动物	yuan'sheng'dong'wu
原生晕	yuan'sheng'yun
原生质	yuan'sheng'zhi
原诗	yuan'shi
原始	yuan'shi
原始公社	yuan'shi'gong'she
原始公社制度	yuan'shi'gong'she'zhi'du
原始积累	yuan'shi'ji'lei
原始记录	yuan'shi'ji'lu
原始凭证	yuan'shi'ping'zheng
原始社会	yuan'shi'she'hui
原是	yuan'shi
原体	yuan'ti
原文	yuan'wen
原物	yuan'wu
原先	yuan'xian
原线圈	yuan'xian'quan
原型	yuan'xing
原形	yuan'xing
原性	yuan'xing
原盐	yuan'yan
原野	yuan'ye
原叶体	yuan'ye'ti
原意	yuan'yi
原因	yuan'yin
原音	yuan'yin
原由	yuan'you
原油	yuan'you
原有	yuan'you
原原本本	yuan'yuan'ben'ben
原则	yuan'ze
原则性	yuan'ze'xing
原种	yuan'zhong
原主	yuan'zhu
原著	yuan'zhu
原状	yuan'zhuang
原子	yuan'zi
原子反应堆	yuan'zi'fan'ying'dui
原子光谱	yuan'zi'guang'pu
原子核	yuan'zi'he
原子核反应堆	yuan'zi'he'fan'ying'dui
原子价	yuan'zi'jia
原子结构	yuan'zi'jie'gou
原子量	yuan'zi'liang
原子能	yuan'zi'neng
原子能发电	yuan'zi'neng'fa'dian
原子说	yuan'zi'shuo
原子序数	yuan'zi'xu'shu
原作	yuan'zuo
援救	yuan'jiu
援军	yuan'jun
援引	yuan'yin
援用	yuan'yong
援助	yuan'zhu
辕门	yuan'men
园地	yuan'di
园丁	yuan'ding
园林	yuan'lin
园寝	yuan'qin
园田	yuan'tian
园田化	yuan'tian'hua
园艺	yuan'yi
园子	yuan'zi
员工	yuan'gong
圆点	yuan'dian
圆钢	yuan'gang
圆规	yuan'gui
圆弧	yuan'hu
圆滑	yuan'hua
圆经	yuan'jing
圆满	yuan'man
圆满成功	yuan'man'cheng'gong
圆面积	yuan'mian'ji
圆盘	yuan'pan
圆球	yuan'qiu
圆圈	yuan'quan
圆润	yuan'run
圆台	yuan'tai
圆筒	yuan'tong
圆心	yuan'xin
圆心角	yuan'xin'jiao
圆形	yuan'xing
圆圆的	yuan'yuan'de
圆周	yuan'zhou
圆周角	yuan'zhou'jiao
圆周运动	yuan'zhou'yun'dong
圆珠	yuan'zhu
圆柱	yuan'zhu
圆柱面	yuan'zhu'mian
圆柱体	yuan'zhu'ti
圆锥	yuan'zhui
圆锥曲线	yuan'zhui'qu'xian
圆桌	yuan'zhuo
猿猴	yuan'hou
源代码	yuan'dai'ma
源流	yuan'liu
源码	yuan'ma
源泉	yuan'quan
源头	yuan'tou
源源	yuan'yuan
源远流长	yuan'yuan'liu'chang
缘故	yuan'gu
缘由	yuan'you
远程	yuan'cheng
远处	yuan'chu
远大	yuan'da
远道	yuan'dao
远地点	yuan'di'dian
远东	yuan'dong
远遁	yuan'dun
远方	yuan'fang
远房	yuan'fang
远非	yuan'fei
远隔	yuan'ge
远古	yuan'gu
远航	yuan'hang
远见	yuan'jian
远郊	yuan'jiao
远近	yuan'jin
远景	yuan'jing
远望	yuan'wang
远销	yuan'xiao
远洋	yuan'yang
远洋运输	yuan'yang'yun'shu
远远	yuan'yuan
远远的	yuan'yuan'de
远在	yuan'zai
远征	yuan'zheng
愿望	yuan'wang
愿为	yuan'wei
愿意	yuan'yi
怨愤	yuan'fen
怨恨	yuan'hen
怨气	yuan'qi
怨声载道	yuan'sheng'zai'dao
怨言	yuan'yan
院长	yuan'chang
院长	yuan'zhang
院落	yuan'luo
院内	yuan'nei
院士	yuan'shi
院外	yuan'wai
院子	yuan'zi
约旦	yue'dan
约旦河	yue'dan'he
约定	yue'ding
约法	yue'fa
约法三章	yue'fa'san'zhang
约分	yue'fen
约翰	yue'han
约翰逊	yue'han'xun
约会	yue'hui
约计	yue'ji
约克	yue'ke
约略	yue'lue
约摸	yue'mo
约莫	yue'mo
约瑟夫	yue'se'fu
约束	yue'shu
约数	yue'shu
约同	yue'tong
约为	yue'wei
约有	yue'you
约占	yue'zhan
越不	yue'bu
越大	yue'da
越冬	yue'dong
越多	yue'duo
越发	yue'fa
越高	yue'gao
越轨	yue'gui
越过	yue'guo
越好	yue'hao
越界	yue'jie
越剧	yue'ju
越快	yue'kuai
越来	yue'lai
越来越	yue'lai'yue
越慢	yue'man
越南	yue'nan
越南人	yue'nan'ren
越权	yue'quan
越少	yue'shao
越是	yue'shi
越位	yue'wei
越要	yue'yao
越野	yue'ye
越有	yue'you
越狱	yue'yu
跃进	yue'jin
跃起	yue'qi
跃迁	yue'qian
岳飞	yue'fei
岳父	yue'fu
岳母	yue'mu
岳州	yue'zhou
粤汉铁路	yue'han'tie'lu
粤剧	yue'ju
月报	yue'bao
月初	yue'chu
月出	yue'chu
月底	yue'di
月分	yue'fen
月份	yue'fen
月工	yue'gong
月光	yue'guang
月季花	yue'ji'hua
月经	yue'jing
月刊	yue'kan
月利	yue'li
月亮	yue'liang
月龄	yue'ling
月末	yue'mo
月票	yue'piao
月琴	yue'qin
月球	yue'qiu
月色	yue'se
月食	yue'shi
月蚀	yue'shi
月台	yue'tai
月坛	yue'tan
月坛公园	yue'tan'gong'yuan
月薪	yue'xin
月牙	yue'ya
月夜	yue'ye
月中	yue'zhong
月终	yue'zhong
月子	yue'zi
悦耳	yue'er
悦目	yue'mu
阅兵	yue'bing
阅读	yue'du
阅览	yue'lan
阅览室	yue'lan'shi
阅历	yue'li
云彩	yun'cai
云层	yun'ceng
云顶	yun'ding
云贵	yun'gui
云贵高原	yun'gui'gao'yuan
云集	yun'ji
云龙	yun'long
云母	yun'mu
云南	yun'nan
云南省	yun'nan'sheng
云雀	yun'que
云杉	yun'shan
云山	yun'shan
云室	yun'shi
云梯	yun'ti
云天	yun'tian
云图	yun'tu
云雾	yun'wu
云霞	yun'xia
云烟	yun'yan
云雨	yun'yu
云云	yun'yun
匀染	yun'ran
匀速圆周运动	yun'su'yuan'zhou'yun'dong
匀速运动	yun'su'yun'dong
匀速直线运动	yun'su'zhi'xian'yun'dong
匀速转动	yun'su'zhuan'dong
匀整	yun'zheng
陨石	yun'shi
允诺	yun'nuo
允许	yun'xu
运筹	yun'chou
运筹学	yun'chou'xue
运单	yun'dan
运道	yun'dao
运抵	yun'di
运动	yun'dong
运动场	yun'dong'chang
运动会	yun'dong'hui
运动健将	yun'dong'jian'jiang
运动竞赛	yun'dong'jing'sai
运动员	yun'dong'yuan
运费	yun'fei
运河	yun'he
运会	yun'hui
运气	yun'qi
运球	yun'qiu
运输	yun'shu
运输成本	yun'shu'cheng'ben
运输机	yun'shu'ji
运输量	yun'shu'liang
运输能力	yun'shu'neng'li
运输系统	yun'shu'xi'tong
运输线	yun'shu'xian
运送	yun'song
运算	yun'suan
运算器	yun'suan'qi
运往	yun'wang
运销	yun'xiao
运行	yun'xing
运营	yun'ying
运用	yun'yong
运用于	yun'yong'yu
运用自如	yun'yong'zi'ru
运载	yun'zai
运载火箭	yun'zai'huo'jian
运转	yun'zhuan
蕴涵	yun'han
酝酿	yun'niang
晕车	yun'che
晕船	yun'chuan
晕倒	yun'dao
韵部	yun'bu
韵脚	yun'jiao
韵律	yun'lv
韵母	yun'mu
孕妇	yun'fu
孕期	yun'qi
孕穗	yun'sui
孕穗期	yun'sui'qi
孕育	yun'yu
匝数	za'shu
砸毁	za'hui
砸烂	za'lan
砸碎	za'sui
杂草	za'cao
杂肥	za'fei
杂费	za'fei
杂感	za'gan
杂货	za'huo
杂技	za'ji
杂技团	za'ji'tuan
杂记	za'ji
杂交	za'jiao
杂交亲本	za'jiao'qin'ben
杂交育种	za'jiao'yu'zhong
杂交种	za'jiao'zhong
杂居	za'ju
杂剧	za'ju
杂粮	za'liang
杂乱	za'luan
杂乱无章	za'luan'wu'zhang
杂品	za'pin
杂色	za'se
杂食性	za'shi'xing
杂事	za'shi
杂说	za'shuo
杂文	za'wen
杂物	za'wu
杂音	za'yin
杂志	za'zhi
杂质	za'zhi
杂种	za'zhong
杂种后代	za'zhong'hou'dai
杂种优势	za'zhong'you'shi
栽花	zai'hua
栽培	zai'pei
栽树	zai'shu
栽植	zai'zhi
栽种	zai'zhong
灾害	zai'hai
灾荒	zai'huang
灾祸	zai'huo
灾民	zai'min
灾难	zai'nan
灾情	zai'qing
灾区	zai'qu
宰割	zai'ge
宰杀	zai'sha
宰相	zai'xiang
载波	zai'bo
载波通信	zai'bo'tong'xin
载荷	zai'he
载货	zai'huo
载记	zai'ji
载客	zai'ke
载流子	zai'liu'zi
载频	zai'pin
载热剂	zai're'ji
载人	zai'ren
载体	zai'ti
载运	zai'yun
载重	zai'zhong
载重汽车	zai'zhong'qi'che
载沣	zai'feng
再把	zai'ba
再拜	zai'bai
再版	zai'ban
再保险	zai'bao'xian
再不	zai'bu
再次	zai'ci
再度	zai'du
再过	zai'guo
再会	zai'hui
再见	zai'jian
再将	zai'jiang
再教育	zai'jiao'yu
再接再厉	zai'jie'zai'li
再结晶	zai'jie'jing
再来一个	zai'lai'yi'ge
再起	zai'qi
再认	zai'ren
再入	zai'ru
再三	zai'san
再审	zai'shen
再生	zai'sheng
再生产	zai'sheng'chan
再生缘	zai'sheng'yuan
再生制动	zai'sheng'zhi'dong
再说	zai'shuo
再问	zai'wen
再现	zai'xian
再寻	zai'xun
再也	zai'ye
再也不会	zai'ye'bu'hui
再也没有	zai'ye'mei'you
再由	zai'you
再有	zai'you
再造	zai'zao
再则	zai'ze
再者	zai'zhe
在案	zai'an
在帮	zai'bang
在编	zai'bian
在产品	zai'chan'pin
在场	zai'chang
在此	zai'ci
在乎	zai'hu
在即	zai'ji
在家	zai'jia
在教	zai'jiao
在京	zai'jing
在理	zai'li
在内	zai'nei
在世	zai'shi
在逃	zai'tao
在望	zai'wang
在位	zai'wei
在握	zai'wo
在下	zai'xia
在先	zai'xian
在线	zai'xian
在心	zai'xin
在行	zai'hang
在行	zai'xing
在押	zai'ya
在野	zai'ye
在意	zai'yi
在于	zai'yu
在在	zai'zai
在这	zai'zhe
在职	zai'zhi
在职干部	zai'zhi'gan'bu
在制品	zai'zhi'pin
在座	zai'zuo
咱家	zan'jia
咱俩	zan'liang
咱们	zan'men
暂定	zan'ding
暂缓	zan'huan
暂且	zan'qie
暂缺	zan'que
暂时	zan'shi
暂停	zan'ting
暂行	zan'xing
暂用	zan'yong
赞成	zan'cheng
赞歌	zan'ge
赞礼	zan'li
赞美	zan'mei
赞赏	zan'shang
赞颂	zan'song
赞叹	zan'tan
赞同	zan'tong
赞许	zan'xu
赞扬	zan'yang
赞誉	zan'yu
赞助	zan'zhu
赃款	zang'kuan
赃物	zang'wu
脏器	zang'qi
葬礼	zang'li
葬送	zang'song
遭到	zao'dao
遭受	zao'shou
遭殃	zao'yang
遭遇	zao'yu
糟糕	zao'gao
糟了	zao'le
糟粕	zao'po
糟蹋	zao'ta
藻类	zao'lei
枣红	zao'hong
枣树	zao'shu
枣庄	zao'zhuang
早安	zao'an
早餐	zao'can
早操	zao'cao
早产	zao'chan
早晨	zao'chen
早春	zao'chun
早稻	zao'dao
早点	zao'dian
早饭	zao'fan
早己	zao'ji
早就	zao'jiu
早年	zao'nian
早期	zao'qi
早起	zao'qi
早秋	zao'qiu
早日	zao'ri
早上	zao'shang
早熟	zao'shu
早衰	zao'shuai
早霜	zao'shuang
早晚	zao'wan
早先	zao'xian
早已	zao'yi
早曰	zao'yue
早在	zao'zai
澡堂	zao'tang
躁动	zao'dong
噪声	zao'sheng
噪音	zao'yin
造成	zao'cheng
造船	zao'chuan
造船厂	zao'chuan'chang
造反	zao'fan
造福	zao'fu
造化	zao'hua
造价	zao'jia
造就	zao'jiu
造句	zao'ju
造林	zao'lin
造田	zao'tian
造物	zao'wu
造物主	zao'wu'zhu
造型	zao'xing
造型机	zao'xing'ji
造型艺术	zao'xing'yi'shu
造形	zao'xing
造谣	zao'yao
造诣	zao'yi
造渣	zao'zha
造纸	zao'zhi
造纸厂	zao'zhi'chang
造字	zao'zi
造作	zao'zuo
皂化	zao'hua
皂片	zao'pian
皂洗	zao'xi
灶火	zao'huo
灶台	zao'tai
灶王爷	zao'wang'ye
燥热	zao're
责备	ze'bei
责成	ze'cheng
责怪	ze'guai
责令	ze'ling
责骂	ze'ma
责难	ze'nan
责任	ze'ren
责任感	ze'ren'gan
责任内阁	ze'ren'nei'ge
责任事故	ze'ren'shi'gu
责任心	ze'ren'xin
责任制	ze'ren'zhi
责问	ze'wen
责无旁贷	ze'wu'pang'dai
择伐	ze'fa
择优	ze'you
择捉	ze'zhuo
则不	ze'bu
则还	ze'hai
则将	ze'jiang
则可	ze'ke
则没	ze'mei
则能	ze'neng
则是	ze'shi
则要	ze'yao
贼船	zei'chuan
贼亮	zei'liang
贼眉鼠眼	zei'mei'shu'yan
怎会	zen'hui
怎么	zen'me
怎么样	zen'me'yang
怎能	zen'neng
怎生	zen'sheng
怎样	zen'yang
增兵	zeng'bing
增拨	zeng'bo
增补	zeng'bu
增产	zeng'chan
增产节约	zeng'chan'jie'yue
增长	zeng'chang
增长	zeng'zhang
增长率	zeng'zhang'lv
增长速度	zeng'chang'su'du
增长速度	zeng'zhang'su'du
增大	zeng'da
增订	zeng'ding
增多	zeng'duo
增高	zeng'gao
增光	zeng'guang
增加	zeng'jia
增减	zeng'jian
增进	zeng'jin
增量	zeng'liang
增强	zeng'qiang
增强塑料	zeng'qiang'su'liao
增删	zeng'shan
增设	zeng'she
增生	zeng'sheng
增塑剂	zeng'su'ji
增添	zeng'tian
增效剂	zeng'xiao'ji
增选	zeng'xuan
增压	zeng'ya
增氧机	zeng'yang'ji
增益	zeng'yi
增音机	zeng'yin'ji
增援	zeng'yuan
增殖	zeng'zhi
增值	zeng'zhi
憎恶	zeng'wu
憎恨	zeng'hen
曾国藩	zeng'guo'fan
曾将	ceng'jiang
曾经	ceng'jing
曾使	ceng'shi
曾孙	zeng'sun
曾为	ceng'wei
曾有	ceng'you
曾在	ceng'zai
曾祖	zeng'zu
赠给	zeng'gei
赠品	zeng'pin
赠送	zeng'song
赠与	zeng'yu
渣油	zha'you
渣滓	zha'zi
渣子	zha'zi
札记	zha'ji
铡草	zha'cao
铡刀	zha'dao
闸板	zha'ban
闸北	zha'bei
闸阀	zha'fa
闸门	zha'men
闸瓦	zha'wa
眨巴	zha'ba
眨眼	zha'yan
榨菜	zha'cai
榨取	zha'qu
榨油	zha'you
乍得	zha'de
炸毁	zha'hui
炸药	zha'yao
诈骗	zha'pian
摘抄	zhai'chao
摘除	zhai'chu
摘录	zhai'lu
摘心	zhai'xin
摘要	zhai'yao
摘译	zhai'yi
摘引	zhai'yin
斋月	zhai'yue
宅院	zhai'yuan
窄小	zhai'xiao
债权	zhai'quan
债权人	zhai'quan'ren
债务	zhai'wu
债务人	zhai'wu'ren
债主	zhai'zhu
寨外	zhai'wai
寨子	zhai'zi
瞻仰	zhan'yang
毡帽	zhan'mao
詹大悲	zhan'da'bei
沾光	zhan'guang
沾染	zhan'ran
斩钉截铁	zhan'ding'jie'tie
斩断	zhan'duan
斩首	zhan'shou
辗转	zhan'zhuan
辗转不眠	zhan'zhuan'bu'mian
辗转反侧	zhan'zhuan'fan'ce
辗转流传	zhan'zhuan'liu'chuan
崭新	zhan'xin
展翅	zhan'chi
展出	zhan'chu
展开	zhan'kai
展览	zhan'lan
展览馆	zhan'lan'guan
展览会	zhan'lan'hui
展品	zhan'pin
展期	zhan'qi
展示	zhan'shi
展厅	zhan'ting
展望	zhan'wang
展弦比	zhan'xian'bi
展现	zhan'xian
展销会	zhan'xiao'hui
展转	zhan'zhuan
蘸火	zhan'huo
蘸酱	zhan'jiang
蘸墨	zhan'mo
蘸水	zhan'shui
蘸水钢笔	zhan'shui'gang'bi
蘸糖吃	zhan'tang'chi
栈道	zhan'dao
栈房	zhan'fang
栈桥	zhan'qiao
占便宜	zhan'bian'yi
占便宜	zhan'pian'yi
占城	zhan'cheng
占地	zhan'di
占据	zhan'ju
占了	zhan'le
占领	zhan'ling
占领者	zhan'ling'zhe
占上风	zhan'shang'feng
占先	zhan'xian
占线	zhan'xian
占用	zhan'yong
占优势	zhan'you'shi
占有	zhan'you
占有材料	zhan'you'cai'liao
占有权	zhan'you'quan
战败	zhan'bai
战报	zhan'bao
战备	zhan'bei
战场	zhan'chang
战车	zhan'che
战地	zhan'di
战斗	zhan'dou
战斗机	zhan'dou'ji
战斗力	zhan'dou'li
战斗英雄	zhan'dou'ying'xiong
战斗员	zhan'dou'yuan
战犯	zhan'fan
战费	zhan'fei
战俘	zhan'fu
战歌	zhan'ge
战功	zhan'gong
战鼓	zhan'gu
战国	zhan'guo
战国策	zhan'guo'ce
战国时代	zhan'guo'shi'dai
战果	zhan'guo
战壕	zhan'hao
战后	zhan'hou
战火	zhan'huo
战祸	zhan'huo
战舰	zhan'jian
战将	zhan'jiang
战局	zhan'ju
战栗	zhan'li
战乱	zhan'luan
战略	zhan'lue
战马	zhan'ma
战前	zhan'qian
战区	zhan'qu
战胜	zhan'sheng
战时	zhan'shi
战士	zhan'shi
战事	zhan'shi
战书	zhan'shu
战术	zhan'shu
战死	zhan'si
战天斗地	zhan'tian'dou'di
战无不胜	zhan'wu'bu'sheng
战线	zhan'xian
战役	zhan'yi
战友	zhan'you
战争	zhan'zheng
战争与和平	zhan'zheng'yu'he'ping
战争状态	zhan'zheng'zhuang'tai
站长	zhan'chang
站长	zhan'zhang
站点	zhan'dian
站定	zhan'ding
站队	zhan'dui
站岗	zhan'gang
站起来	zhan'qi'lai
站台	zhan'tai
站稳	zhan'wen
站在	zhan'zai
站住	zhan'zhu
站桩	zhan'zhuang
湛江	zhan'jiang
绽开	zhan'kai
绽裂	zhan'lie
樟脑	zhang'nao
樟树	zhang'shu
章程	zhang'cheng
章法	zhang'fa
章邯	zhang'han
章和	zhang'he
章回体	zhang'hui'ti
章回小说	zhang'hui'xiao'shuo
章节	zhang'jie
章句	zhang'ju
彰德	zhang'de
漳河	zhang'he
漳州	zhang'zhou
张百祥	zhang'bai'xiang
张宝	zhang'bao
张驰	zhang'chi
张驰结合	zhang'chi'jie'he
张大	zhang'da
张德成	zhang'de'cheng
张浩	zhang'hao
张衡	zhang'heng
张华	zhang'hua
张继	zhang'ji
张家口	zhang'jia'kou
张角	zhang'jiao
张敬尧	zhang'jing'yao
张开	zhang'kai
张口	zhang'kou
张力	zhang'li
张罗	zhang'luo
张目	zhang'mu
张顺	zhang'shun
张说	zhang'shuo
张贴	zhang'tie
张网	zhang'wang
张望	zhang'wang
张伟	zhang'wei
张先	zhang'xian
张献忠	zhang'xian'zhong
张秀眉	zhang'xiu'mei
张勋	zhang'xun
张遇贤	zhang'yu'xian
张照	zhang'zhao
张之洞	zhang'zhi'dong
张宗禹	zhang'zong'yu
张嘴	zhang'zui
张作霖	zhang'zuo'lin
张骞	zhang'qian
掌舵	zhang'duo
掌故	zhang'gu
掌管	zhang'guan
掌柜	zhang'gui
掌权	zhang'quan
掌声	zhang'sheng
掌握	zhang'wo
掌心	zhang'xin
涨潮	zhang'chao
涨价	zhang'jia
涨落	zhang'luo
涨水	zhang'shui
丈夫	zhang'fu
丈量	zhang'liang
丈人	zhang'ren
帐本	zhang'ben
帐簿	zhang'bu
帐册	zhang'ce
帐单	zhang'dan
帐房	zhang'fang
帐号	zhang'hao
帐户	zhang'hu
帐款	zhang'kuan
帐目	zhang'mu
帐棚	zhang'peng
帐篷	zhang'peng
帐子	zhang'zi
账号	zhang'hao
仗义	zhang'yi
瘴气	zhang'qi
障碍	zhang'ai
障碍物	zhang'ai'wu
招标	zhao'biao
招待	zhao'dai
招待会	zhao'dai'hui
招待所	zhao'dai'suo
招抚	zhao'fu
招呼	zhao'hu
招魂	zhao'hun
招集	zhao'ji
招架	zhao'jia
招考	zhao'kao
招募	zhao'mu
招慕	zhao'mu
招牌	zhao'pai
招聘	zhao'pin
招生	zhao'sheng
招收	zhao'shou
招手	zhao'shou
招摇撞骗	zhao'yao'zhuang'pian
招展	zhao'zhan
招致	zhao'zhi
招徕	zhao'lai
昭雪	zhao'xue
找出	zhao'chu
找到	zhao'dao
找饭碗	zhao'fan'wan
找个	zhao'ge
找平	zhao'ping
找人	zhao'ren
找事	zhao'shi
找寻	zhao'xun
沼气	zhao'qi
沼泽	zhao'ze
沼泽地	zhao'ze'di
赵家	zhao'jia
赵匡胤	zhao'kuang'yin
赵树理	zhao'shu'li
赵庄	zhao'zhuang
照搬	zhao'ban
照办	zhao'ban
照常	zhao'chang
照抄	zhao'chao
照度	zhao'du
照发	zhao'fa
照顾	zhao'gu
照管	zhao'guan
照会	zhao'hui
照旧	zhao'jiu
照例	zhao'li
照亮	zhao'liang
照料	zhao'liao
照明	zhao'ming
照片	zhao'pian
照射	zhao'she
照相	zhao'xiang
照相机	zhao'xiang'ji
照样	zhao'yang
照耀	zhao'yao
照应	zhao'ying
照在	zhao'zai
照准	zhao'zhun
罩衣	zhao'yi
罩子	zhao'zi
兆赫	zhao'he
兆头	zhao'tou
兆瓦	zhao'wa
肇庆	zhao'qing
肇事	zhao'shi
召安	zhao'an
召唤	zhao'huan
召回	zhao'hui
召集	zhao'ji
召见	zhao'jian
召开	zhao'kai
召募	zhao'mu
遮蔽	zhe'bi
遮挡	zhe'dang
遮断	zhe'duan
遮盖	zhe'gai
遮光	zhe'guang
遮目鱼	zhe'mu'yu
遮羞	zhe'xiu
遮掩	zhe'yan
遮荫	zhe'yin
遮住	zhe'zhu
折半	zhe'ban
折叠	zhe'die
折服	zhe'fu
折光	zhe'guang
折合	zhe'he
折回	zhe'hui
折价	zhe'jia
折角	zhe'jiao
折旧	zhe'jiu
折旧基金	zhe'jiu'ji'jin
折扣	zhe'kou
折磨	zhe'mo
折射	zhe'she
折算	zhe'suan
折腾	zhe'teng
折线	zhe'xian
折中	zhe'zhong
折衷	zhe'zhong
哲理	zhe'li
哲学	zhe'xue
哲学家	zhe'xue'jia
蛰伏	zhe'fu
蔗糖	zhe'tang
蔗醣	zhe'tang
这般	zhe'ban
这边	zhe'bian
这步	zhe'bu
这场	zhe'chang
这次	zhe'ci
这点	zhe'dian
这儿	zhe'er
这份	zhe'fen
这个	zhe'ge
这还	zhe'hai
这会儿	zhe'hui'er
这件事	zhe'jian'shi
这叫	zhe'jiao
这就	zhe'jiu
这就是说	zhe'jiu'shi'shuo
这类	zhe'lei
这里	zhe'li
这么	zhe'me
这么想	zhe'me'xiang
这么些	zhe'me'xie
这么样	zhe'me'yang
这时	zhe'shi
这时候	zhe'shi'hou
这是	zhe'shi
这条	zhe'tiao
这位	zhe'wei
这厢	zhe'xiang
这项	zhe'xiang
这些	zhe'xie
这样	zhe'yang
这一	zhe'yi
